date,ticker,close,low,high
31.Jul.20,WTI,40.27,39.66,40.55
30.Jul.20,WTI,39.92,38.72,41.39
29.Jul.20,WTI,41.27,40.93,41.57
28.Jul.20,WTI,41.04,40.85,41.93
27.Jul.20,WTI,41.60,40.48,41.82
24.Jul.20,WTI,41.29,40.66,41.67
23.Jul.20,WTI,41.07,40.83,42.36
22.Jul.20,WTI,41.90,41.14,42.03
21.Jul.20,WTI,41.96,40.64,42.40
20.Jul.20,WTI,40.81,39.83,40.91
17.Jul.20,WTI,40.59,40.02,40.90
16.Jul.20,WTI,40.75,40.52,41.18
15.Jul.20,WTI,41.20,40.08,41.26
14.Jul.20,WTI,40.29,39.07,40.57
13.Jul.20,WTI,40.10,39.47,40.72
10.Jul.20,WTI,40.55,38.54,40.77
09.Jul.20,WTI,39.62,39.27,40.99
08.Jul.20,WTI,40.90,40.30,41.08
07.Jul.20,WTI,40.62,39.90,40.95
06.Jul.20,WTI,40.63,39.84,41.08
02.Jul.20,WTI,40.65,39.46,40.74
01.Jul.20,WTI,39.82,39.05,40.58
30.Jun.20,WTI,39.27,38.85,40.08
29.Jun.20,WTI,39.70,37.50,39.89
26.Jun.20,WTI,38.49,37.79,39.35
25.Jun.20,WTI,38.72,37.08,39.23
24.Jun.20,WTI,38.01,37.31,40.54
23.Jun.20,WTI,40.37,39.76,41.63
22.Jun.20,WTI,40.46,39.12,40.70
19.Jun.20,WTI,39.75,38.40,40.49
18.Jun.20,WTI,38.84,37.11,38.97
17.Jun.20,WTI,37.96,37.21,38.75
16.Jun.20,WTI,38.38,36.38,39.06
15.Jun.20,WTI,37.12,34.36,37.26
12.Jun.20,WTI,36.26,34.48,36.99
11.Jun.20,WTI,36.34,35.41,39.09
10.Jun.20,WTI,39.60,37.73,39.91
09.Jun.20,WTI,38.94,37.07,39.10
08.Jun.20,WTI,38.19,37.96,40.44
05.Jun.20,WTI,39.55,37.05,39.68
04.Jun.20,WTI,37.41,36.38,37.62
03.Jun.20,WTI,37.29,35.88,38.18
02.Jun.20,WTI,36.81,35.28,37.06
01.Jun.20,WTI,35.44,34.27,35.90
29.May.20,WTI,35.49,32.36,35.77
28.May.20,WTI,33.71,31.14,34.21
27.May.20,WTI,32.81,31.75,34.32
26.May.20,WTI,34.35,32.48,34.81
22.May.20,WTI,33.25,30.72,34.00
21.May.20,WTI,33.92,33.26,34.66
20.May.20,WTI,33.49,31.56,33.78
19.May.20,WTI,32.50,31.34,33.44
18.May.20,WTI,31.82,29.53,33.32
15.May.20,WTI,29.43,27.24,29.92
14.May.20,WTI,27.56,25.18,27.96
13.May.20,WTI,25.29,24.79,26.45
12.May.20,WTI,25.78,24.22,26.23
11.May.20,WTI,24.14,23.67,25.58
08.May.20,WTI,24.74,23.26,24.99
07.May.20,WTI,23.55,22.94,26.74
